16,36.6631875
16,33.667875
16,33.9915625
16,33.121875
16,31.6130625
16,31.0049375
16,31.8151875
16,29.9456875
16,30.6076875
14,32.445
14,28.183928571428574
13,28.284769230769232
13,27.076538461538462
11,26.394727272727273
9,28.433666666666667
8,26.10125
6,32.0935
5,31.328200000000002
5,23.886599999999998
4,32.03225
4,32.401
4,31.92525
3,33.836666666666666
3,35.66
3,34.466
3,33.730333333333334
2,47.3315
2,46.6355
2,48.2425
2,47.8725
2,45.1115
2,45.583
2,46.6975
2,35.533
1,35.546
